CODE_FANTOIR;RIVOLI;CLE_CONTROLE
5913680175;0175;A
5913680180;0180;F
5913680190;0190;S
5913680198;0198;A
5913680200;0200;C
5913680205;0205;H
5913680210;0210;N
5913680220;0220;Z
5913680221;0221;A
5913680230;0230;K
5913680240;0240;W
5913680250;0250;G
5913680251;0251;H
5913680252;0252;J
5913680255;0255;M
5913680260;0260;T
5913680265;0265;Y
5913680269;0269;C
5913680270;0270;D
5913680280;0280;P
5913680290;0290;A
5913680295;0295;F
5913680300;0300;L
5913680310;0310;X
5913680315;0315;C
5913680320;0320;H
5913680330;0330;U
5913680331;0331;V
5913680340;0340;E
5913680350;0350;R
5913680355;0355;W
5913680360;0360;B
5913680370;0370;M
5913680379;0379;X
5913680380;0380;Y
5913680386;0386;E
5913680390;0390;J
5913680400;0400;V
5913680404;0404;Z
5913680405;0405;A
5913680410;0410;F
5913680420;0420;S
5913680430;0430;C
5913680440;0440;N
5913680450;0450;Z
5913680460;0460;K
5913680471;0471;X
5913680472;0472;Y
5913680480;0480;G
5913680490;0490;T
5913680500;0500;D
5913680510;0510;P
5913680520;0520;A
5913680530;0530;L
5913680535;0535;S
5913680540;0540;X
5913680550;0550;H
5913680559;0559;T
5913680565;0565;Z
5913680570;0570;E
5913680572;0572;G
5913680590;0590;B
5913680600;0600;M
5913680610;0610;Y
5913680615;0615;D
5913680620;0620;J
5913680630;0630;V
5913680640;0640;F
5913680645;0645;L
5913680650;0650;S
5913680660;0660;C
5913680670;0670;N
5913680680;0680;Z
5913680690;0690;K
5913680700;0700;W
5913680710;0710;G
5913680712;0712;J
5913680720;0720;T
5913680730;0730;D
5913680740;0740;P
5913680750;0750;A
5913680760;0760;L
5913680765;0765;S
5913680770;0770;X
5913680780;0780;H
5913680785;0785;N
5913680790;0790;U
5913680792;0792;W
5913680795;0795;Z
5913680800;0800;E
5913680810;0810;R
5913680815;0815;W
5913680817;0817;Y
5913680820;0820;B
5913680830;0830;M
5913680840;0840;Y
5913680850;0850;J
5913680860;0860;V
5913680870;0870;F
5913680872;0872;H
5913680880;0880;S
5913680881;0881;T
5913680890;0890;C
5913680900;0900;N
5913680910;0910;Z
5913680920;0920;K
5913680930;0930;W
5913680940;0940;G
5913680950;0950;T
5913680960;0960;D
5913680970;0970;P
5913680980;0980;A
5913680990;0990;L
5913681000;1000;X
5913681010;1010;H
5913681020;1020;U
5913681040;1040;R
5913681050;1050;B
5913681065;1065;T
5913681067;1067;V
5913681070;1070;Y
5913681071;1071;Z
5913681075;1075;D
5913681080;1080;J
5913681085;1085;P
5913681090;1090;V
5913681100;1100;F
5913681110;1110;S
5913681120;1120;C
5913681130;1130;N
5913681131;1131;P
5913681140;1140;Z
5913681145;1145;E
5913681150;1150;K
5913681160;1160;W
5913681165;1165;B
5913681170;1170;G
5913681180;1180;T
5913681190;1190;D
5913681200;1200;P
5913681210;1210;A
5913681221;1221;M
5913681230;1230;X
5913681235;1235;C
5913681236;1236;D
5913681240;1240;H
5913681241;1241;J
5913681245;1245;N
5913681250;1250;U
5913681255;1255;Z
5913681270;1270;R
5913681280;1280;B
5913681285;1285;G
5913681290;1290;M
5913681300;1300;Y
5913681310;1310;J
5913681317;1317;S
5913681320;1320;V
5913681324;1324;Z
5913681327;1327;C
5913681330;1330;F
5913681340;1340;S
5913681370;1370;Z
5913681375;1375;E
5913681380;1380;K
5913681390;1390;W
5913681400;1400;G
5913681410;1410;T
5913681420;1420;D
5913681430;1430;P
5913681440;1440;A
5913681446;1446;G
5913681450;1450;L
5913681460;1460;X
5913681470;1470;H
5913681480;1480;U
5913681490;1490;E
5913681500;1500;R
5913681510;1510;B
5913681520;1520;M
5913681530;1530;Y
5913681535;1535;D
5913681540;1540;J
5913681545;1545;P
5913681560;1560;F
5913681565;1565;L
5913681570;1570;S
5913681580;1580;C
5913681590;1590;N
5913681591;1591;P
5913681600;1600;Z
5913681610;1610;K
5913681614;1614;P
5913681615;1615;R
5913681620;1620;W
5913681630;1630;G
5913681640;1640;T
5913681643;1643;W
5913681650;1650;D
5913681655;1655;J
5913681660;1660;P
5913681680;1680;L
5913681690;1690;X
5913681695;1695;C
5913681700;1700;H
591371B001;B001;E
591371B002;B002;F
591371B003;B003;G
591371B004;B004;H
591371B005;B005;J
591371B006;B006;K
591371B007;B007;L
591371B008;B008;M
591371B009;B009;N
591371B010;B010;P
591371B011;B011;R
5913710015;0015;N
5913710020;0020;U
5913710035;0035;K
5913710042;0042;T
5913710045;0045;W
5913710050;0050;B
5913710052;0052;D
5913710055;0055;G
5913710057;0057;J
5913710060;0060;M
5913710080;0080;J
5913710082;0082;L
5913710084;0084;N
5913710085;0085;P
5913710090;0090;V
5913710095;0095;A
5913710097;0097;C
5913710100;0100;F
5913710120;0120;C
5913710125;0125;H
5913710126;0126;J
5913710127;0127;K
5913710128;0128;L
5913710140;0140;Z
591378A001;A001;M
591378A002;A002;N
591378A003;A003;P
591378A004;A004;R
591378A005;A005;S
591378A006;A006;T
591378A007;A007;U
591378A008;A008;V
591378A011;A011;Y
591378A012;A012;Z
591378A013;A013;A
591378A014;A014;B
591378A015;A015;C
591378A016;A016;D
591378A020;A020;H
591378A031;A031;V
591378A038;A038;C
591378A041;A041;F
591378B001;B001;Z
591378B003;B003;B
591378B004;B004;C
591378B005;B005;D
591378B006;B006;E
591378B007;B007;F
591378B008;B008;G
591378B009;B009;H
591378B010;B010;J
591378B011;B011;K
591378B012;B012;L
591378B013;B013;M
591378B014;B014;N
591378B015;B015;P
591378B016;B016;R
591378B017;B017;S
591378B018;B018;T
591378B019;B019;U
591378B020;B020;V
591378B021;B021;W
591378B022;B022;X
591378B023;B023;Y
591378B024;B024;Z
591378B025;B025;A
591378B026;B026;B
591378B027;B027;C
591378B028;B028;D
591378B029;B029;E
591378B030;B030;F
591378B031;B031;G
591378B032;B032;H
591378M003;M003;W
591378X001;X001;B
591378X002;X002;C
591378X003;X003;D
591378X004;X004;E
591378X006;X006;G
5913780010;0010;C
5913780020;0020;N
5913780022;0022;R
5913780024;0024;T
5913780026;0026;V
5913780028;0028;X
5913780030;0030;Z
5913780035;0035;E
5913780040;0040;K
5913780042;0042;M
5913780045;0045;R
5913780047;0047;T
5913780057;0057;D
5913780060;0060;G
5913780070;0070;T
5913780080;0080;D
5913780085;0085;J
5913780090;0090;P
5913780100;0100;A
5913780105;0105;F
5913780110;0110;L
5913780111;0111;M
5913780115;0115;S
5913780120;0120;X
5913780130;0130;H
5913780140;0140;U
5913780150;0150;E
5913780152;0152;G
5913780155;0155;K
5913780160;0160;R
5913780170;0170;B
5913780172;0172;D
5913780175;0175;G
5913780180;0180;M
5913780190;0190;Y
5913780200;0200;J
5913780201;0201;K
5913780206;0206;R
5913780210;0210;V
5913780211;0211;W
5913780219;0219;E
5913780220;0220;F
5913780225;0225;L
5913780230;0230;S
5913780240;0240;C
5913780245;0245;H
5913780246;0246;J
5913780249;0249;M
5913780250;0250;N
5913780260;0260;Z
5913780270;0270;K
5913780275;0275;R
5913780276;0276;S
5913780277;0277;T
5913780279;0279;V
5913780280;0280;W
5913780285;0285;B
5913780287;0287;D
5913780290;0290;G
5913780295;0295;M
5913780300;0300;T
5913780305;0305;Y
5913780306;0306;Z
5913780307;0307;A
5913780310;0310;D
5913780320;0320;P
5913780330;0330;A
5913780340;0340;L
5913780345;0345;S
5913780350;0350;X
5913780355;0355;C
5913780360;0360;H
5913780363;0363;L
5913780370;0370;U
5913780372;0372;W
5913780374;0374;Y
5913780375;0375;Z
5913780376;0376;A
5913780378;0378;C
5913780379;0379;D
5913780380;0380;E
5913780390;0390;R
5913780395;0395;W
5913780396;0396;X
5913780397;0397;Y
5913780399;0399;A
5913780400;0400;B
5913780402;0402;D
5913780403;0403;E
5913780404;0404;F
5913780407;0407;J
5913780408;0408;K
5913780409;0409;L
5913780410;0410;M
5913780415;0415;T
5913780420;0420;Y
5913780421;0421;Z
5913780429;0429;H
5913780430;0430;J
5913780431;0431;K
5913780432;0432;L
5913780433;0433;M
5913780434;0434;N
5913780435;0435;P
5913780436;0436;R
5913780437;0437;S
5913780438;0438;T
5913780439;0439;U
5913780440;0440;V
5913780441;0441;W
5913780442;0442;X
5913780443;0443;Y
5913780444;0444;Z
5913780450;0450;F
5913780460;0460;S
5913780463;0463;V
5913780470;0470;C
5913780471;0471;D
5913780475;0475;H
5913780480;0480;N
5913780483;0483;S
5913780485;0485;U
5913780490;0490;Z
5913780495;0495;E
5913780500;0500;K
5913780510;0510;W
5913780511;0511;X
5913780521;0521;H
5913780525;0525;M
5913780530;0530;T
5913780540;0540;D
5913780550;0550;P
5913780560;0560;A
5913780570;0570;L
5913780580;0580;X
5913780581;0581;Y
5913780583;0583;A
5913780585;0585;C
5913780590;0590;H
5913780600;0600;U
5913780603;0603;X
5913780606;0606;A
5913780610;0610;E
5913780620;0620;R
5913780630;0630;B
5913780640;0640;M
5913780650;0650;Y
5913780660;0660;J
5913780670;0670;V
5913780680;0680;F
5913780684;0684;K
5913780685;0685;L
5913780690;0690;S
5913780691;0691;T
5913780700;0700;C
5913780702;0702;E
5913780705;0705;H
5913780710;0710;N
5913780713;0713;S
5913780714;0714;T
5913780715;0715;U
5913780720;0720;Z
5913780730;0730;K
5913780740;0740;W
5913780750;0750;G
5913780755;0755;M
5913780760;0760;T
5913780770;0770;D
5913780780;0780;P
5913780782;0782;S
5913780785;0785;V
5913780786;0786;W
5913780790;0790;A
5913780800;0800;L
5913780807;0807;U
5913780810;0810;X
5913780816;0816;D
5913780820;0820;H
5913780825;0825;N
5913780826;0826;P
5913780830;0830;U
5913780840;0840;E
5913780845;0845;K
5913780850;0850;R
5913780852;0852;T
5913780853;0853;U
5913780854;0854;V
5913780855;0855;W
5913780857;0857;Y
5913780860;0860;B
5913780870;0870;M
5913780880;0880;Y
5913780890;0890;J
5913780901;0901;W
5913780909;0909;E
5913780910;0910;F
5913780915;0915;L
5913780920;0920;S
5913780930;0930;C
5913780933;0933;F
5913780940;0940;N
5913780950;0950;Z
5913780955;0955;E
5913780960;0960;K
5913780970;0970;W
5913780980;0980;G
5913780982;0982;J
5913780985;0985;M
5913780986;0986;N
5913780988;0988;R
5913780990;0990;T
5913780991;0991;U
5913781000;1000;D
5913781010;1010;P
5913781017;1017;X
5913781020;1020;A
5913781040;1040;X
5913781045;1045;C
5913781050;1050;H
5913781060;1060;U
5913781070;1070;E
5913781080;1080;R
5913781085;1085;W
5913781090;1090;B
5913781095;1095;G
5913781100;1100;M
5913781110;1110;Y
5913781118;1118;G
5913781120;1120;J
5913781131;1131;W
5913781137;1137;C
5913781140;1140;F
5913781142;1142;H
5913781145;1145;L
5913781150;1150;S
5913781160;1160;C
5913781161;1161;D
5913781162;1162;E
5913781170;1170;N
5913781175;1175;U
5913781180;1180;Z
5913781183;1183;C
5913781185;1185;E
5913781190;1190;K
5913781195;1195;R
5913781200;1200;W
5913781209;1209;F
5913781210;1210;G
5913781215;1215;M
5913781220;1220;T
5913781230;1230;D
5913781240;1240;P
5913781250;1250;A
5913781260;1260;L
5913781264;1264;R
5913781265;1265;S
5913781270;1270;X
5913781280;1280;H
5913781285;1285;N
5913781290;1290;U
5913781304;1304;J
5913781310;1310;R
5913781311;1311;S
5913781320;1320;B
5913781325;1325;G
5913781327;1327;J
5913781330;1330;M
5913781336;1336;U
5913781340;1340;Y
5913781350;1350;J
5913781353;1353;M
5913781354;1354;N
5913781360;1360;V
5913781362;1362;X
5913781363;1363;Y
5913781365;1365;A
5913781366;1366;B
5913781370;1370;F
5913781371;1371;G
5913781380;1380;S
5913781390;1390;C
5913781400;1400;N
5913781410;1410;Z
5913781415;1415;E
5913781420;1420;K
5913781421;1421;L
5913781425;1425;R
5913781430;1430;W
5913781440;1440;G
5913781450;1450;T
5913781455;1455;Y
5913781460;1460;D
5913781465;1465;J
5913781466;1466;K
5913781467;1467;L
5913781468;1468;M
5913781470;1470;P
5913781471;1471;R
5913781480;1480;A
5913781490;1490;L
5913781493;1493;P
5913781494;1494;R
5913781495;1495;S
5913781497;1497;U
5913781499;1499;W
5913781500;1500;X
5913781501;1501;Y
5913781502;1502;Z
5913781503;1503;A
5913781510;1510;H
5913781520;1520;U
5913781530;1530;E
5913781540;1540;R
5913781550;1550;B
5913781551;1551;C
5913781560;1560;M
5913781561;1561;N
5913781570;1570;Y
5913781571;1571;Z
5913781572;1572;A
5913781575;1575;D
5913781589;1589;U
5913781590;1590;V
5913781600;1600;F
5913781610;1610;S
5913781620;1620;C
5913781625;1625;H
5913781630;1630;N
5913781631;1631;P
5913781632;1632;R
5913781635;1635;U
5913781636;1636;V
5913781637;1637;W
5913781638;1638;X
5913781640;1640;Z
5913781647;1647;G
5913781650;1650;K
5913781653;1653;N
5913781655;1655;R
5913781658;1658;U
5913781660;1660;W
5913781662;1662;Y
5913781665;1665;B
5913781670;1670;G
5913781680;1680;T
5913781685;1685;Y
5913781700;1700;P
5913781710;1710;A
5913781720;1720;L
5913781725;1725;S
5913781730;1730;X
5913781740;1740;H
5913781750;1750;U
5913781770;1770;R
5913781773;1773;U
5913781780;1780;B
5913781790;1790;M
5913781800;1800;Y
5913781805;1805;D
5913781810;1810;J
5913781820;1820;V
5913781830;1830;F
5913781840;1840;S
5913781845;1845;X
5913781850;1850;C
5913781855;1855;H
5913781860;1860;N
5913781862;1862;R
5913781863;1863;S
5913781865;1865;U
5913781870;1870;Z
5913781874;1874;D
5913781880;1880;K
5913781890;1890;W
5913781892;1892;Y
5913781893;1893;Z
5913781895;1895;B
5913781897;1897;D
5913781900;1900;G
5913781910;1910;T
5913781920;1920;D
5913781928;1928;M
5913781929;1929;N
5913781930;1930;P
5913781940;1940;A
5913781950;1950;L
5913781960;1960;X
5913781970;1970;H
5913781980;1980;U
5913781984;1984;Y
5913781990;1990;E
5913781995;1995;K
5913782000;2000;R
5913782010;2010;B
5913782020;2020;M
5913782022;2022;P
5913782023;2023;R
5913782025;2025;T
5913782027;2027;V
5913782028;2028;W
5913782029;2029;X
5913782030;2030;Y
5913782031;2031;Z
5913782040;2040;J
5913782041;2041;K
5913782043;2043;M
5913782050;2050;V
5913782060;2060;F
5913782070;2070;S
5913782080;2080;C
5913782090;2090;N
5913782095;2095;U
5913782100;2100;Z
5913782110;2110;K
5913782115;2115;R
5913782120;2120;W
5913782125;2125;B
5913782130;2130;G
5913782140;2140;T
5913782150;2150;D
5913782152;2152;F
5913782153;2153;G
5913782154;2154;H
5913782155;2155;J
5913782156;2156;K
5913782160;2160;P
5913782163;2163;T
5913782170;2170;A
5913782175;2175;F
5913782180;2180;L
5913782190;2190;X
5913782195;2195;C
5913782200;2200;H
5913782210;2210;U
5913782213;2213;X
5913782215;2215;Z
5913782220;2220;E
5913782230;2230;R
5913782240;2240;B
5913782245;2245;G
5913782250;2250;M
5913782256;2256;U
5913782260;2260;Y
5913782265;2265;D
5913782267;2267;F
5913782270;2270;J
5913782275;2275;P
5913782280;2280;V
5913782290;2290;F
5913782300;2300;S
5913782310;2310;C
5913782315;2315;H
5913782320;2320;N
5913782330;2330;Z
591386A011;A011;N
591386A084;A084;T
591386A085;A085;U
591386B001;B001;P
591386B002;B002;R
591386B003;B003;S
591386B004;B004;T
591386B005;B005;U
591386B006;B006;V
591386B007;B007;W
591386B008;B008;X
591386B009;B009;Y
591386B010;B010;Z
591386B011;B011;A
591386B012;B012;B
591386B013;B013;C
591386B014;B014;D
591386B015;B015;E
591386B061;B061;E
5913860002;0002;J
5913860003;0003;K
5913860004;0004;L
5913860005;0005;M
5913860006;0006;N
5913860010;0010;T
5913860011;0011;U
5913860013;0013;W
5913860014;0014;X
5913860015;0015;Y
5913860016;0016;Z
5913860017;0017;A
5913860018;0018;B
5913860019;0019;C
5913860020;0020;D
5913860030;0030;P
5913860035;0035;V
5913860040;0040;A
5913860041;0041;B
5913860042;0042;C
5913860043;0043;D
5913860044;0044;E
5913860045;0045;F
5913860050;0050;L
5913860051;0051;M
5913860054;0054;R
5913860055;0055;S
5913860060;0060;X
5913860070;0070;H
5913860071;0071;J
5913860072;0072;K
5913860080;0080;U
5913860090;0090;E
5913860100;0100;R
5913860101;0101;S
5913860110;0110;B
5913860120;0120;M
5913860132;0132;A
5913860140;0140;J
5913860150;0150;V
5913860160;0160;F
5913860170;0170;S
5913860175;0175;X
5913860176;0176;Y
5913860177;0177;Z
5913860180;0180;C
5913860184;0184;G
5913860185;0185;H
5913860188;0188;L
5913860190;0190;N
5913860191;0191;P
5913860195;0195;U
5913860197;0197;W
5913860199;0199;Y
5913860200;0200;Z
5913860210;0210;K
5913860215;0215;R
5913860220;0220;W
5913860225;0225;B
5913860230;0230;G
5913860240;0240;T
5913860245;0245;Y
5913860248;0248;B
5913860250;0250;D
5913860260;0260;P
5913860270;0270;A
5913860274;0274;E
5913860280;0280;L
5913860285;0285;S
5913860290;0290;X
5913860300;0300;H
5913860304;0304;M
5913860310;0310;U
5913860320;0320;E
5913860325;0325;K
5913860330;0330;R
5913860333;0333;U
5913860335;0335;W
5913860340;0340;B
5913860350;0350;M
5913860351;0351;N
5913860352;0352;P
5913860353;0353;R
5913860355;0355;T
5913860360;0360;Y
5913860370;0370;J
5913860380;0380;V
5913860381;0381;W
5913860382;0382;X
5913860390;0390;F
5913860400;0400;S
5913860410;0410;C
5913860420;0420;N
5913860430;0430;Z
5913860440;0440;K
5913860450;0450;W
5913860460;0460;G
5913860462;0462;J
5913860465;0465;M
5913860469;0469;S
5913860470;0470;T
5913860475;0475;Y
5913860480;0480;D
5913860484;0484;H
5913860485;0485;J
5913860487;0487;L
5913860490;0490;P
5913860500;0500;A
5913860505;0505;F
5913860510;0510;L
5913860512;0512;N
5913860514;0514;R
5913860516;0516;T
5913860520;0520;X
5913860522;0522;Z
5913860530;0530;H
5913860535;0535;N
5913860540;0540;U
5913860550;0550;E
5913860560;0560;R
5913860563;0563;U
5913860565;0565;W
5913860567;0567;Y
5913860570;0570;B
5913860580;0580;M
5913860590;0590;Y
5913860600;0600;J
5913860605;0605;P
5913860606;0606;R
5913860610;0610;V
5913860620;0620;F
5913860621;0621;G
5913860622;0622;H
5913860623;0623;J
5913860625;0625;L
5913860626;0626;M
5913860628;0628;P
5913860630;0630;S
5913860640;0640;C
5913860650;0650;N
5913860655;0655;U
5913860657;0657;W
5913860660;0660;Z
5913860661;0661;A
5913860662;0662;B
5913860663;0663;C
5913860666;0666;F
5913860670;0670;K
5913860671;0671;L
5913860672;0672;M
5913860673;0673;N
5913860675;0675;R
5913860676;0676;S
5913860680;0680;W
5913860690;0690;G
5913860700;0700;T
5913860701;0701;U
5913860705;0705;Y
5913860710;0710;D
5913860720;0720;P
5913860730;0730;A
5913860740;0740;L
5913860741;0741;M
5913860742;0742;N
5913860750;0750;X
5913860751;0751;Y
5913860760;0760;H
5913860761;0761;J
5913860762;0762;K
5913860768;0768;S
5913860770;0770;U
5913860771;0771;V
5913860780;0780;E
591388A001;A001;U
591388A002;A002;V
591388A005;A005;Y
591388A006;A006;Z
591388B001;B001;F
591388B002;B002;G
591388B003;B003;H
591388B004;B004;J
591388B005;B005;K
591388B006;B006;L
591388B007;B007;M
591388B008;B008;N
591388B009;B009;P
591388B010;B010;R
591388B011;B011;S
591388B012;B012;T
591388B013;B013;U
591388B014;B014;V
591388B015;B015;W
591388B016;B016;X
591388B017;B017;Y
591388B018;B018;Z
591388B019;B019;A
591388B020;B020;B
591388B021;B021;C
591388B022;B022;D
591388B023;B023;E
591388B024;B024;F
591388B025;B025;G
591388B026;B026;H
591388B027;B027;J
591388B028;B028;K
591388B029;B029;L
591388B030;B030;M
591388B031;B031;N
591388B032;B032;P
591388B033;B033;R
591388B034;B034;S
591388B035;B035;T
591388B036;B036;U
591388B037;B037;V
591388B038;B038;W
591388B039;B039;X
591388B040;B040;Y
591388B041;B041;Z
591388B042;B042;A
5913880010;0010;J
5913880020;0020;V
5913880040;0040;S
5913880041;0041;T
5913880042;0042;U
5913880045;0045;X
5913880048;0048;A
5913880050;0050;C
5913880052;0052;E
5913880055;0055;H
5913880056;0056;J
5913880058;0058;L
5913880060;0060;N
5913880070;0070;Z
5913880075;0075;E
5913880078;0078;H
5913880080;0080;K
5913880081;0081;L
5913880086;0086;S
5913880090;0090;W
5913880100;0100;G
5913880120;0120;D
5913880130;0130;P
5913880140;0140;A
5913880160;0160;X
5913880179;0179;T
5913880180;0180;U
5913880199;0199;P
5913880200;0200;R
5913880201;0201;S
5913880205;0205;W
5913880207;0207;Y
5913880208;0208;Z
5913880210;0210;B
5913880211;0211;C
5913880214;0214;F
5913880215;0215;G
5913880220;0220;M
5913880222;0222;P
5913880223;0223;R
5913880224;0224;S
5913880225;0225;T
5913880230;0230;Y
5913880234;0234;C
5913880236;0236;E
5913880237;0237;F
5913880240;0240;J
5913880260;0260;F
5913880263;0263;J
591410A001;A001;Y
591410A010;A010;H
591410A020;A020;U
591410A030;A030;E
591410A031;A031;F
591410A032;A032;G
591410A033;A033;H
591410A040;A040;R
591410A051;A051;C
591410B001;B001;K
591410B002;B002;L
591410B004;B004;N
591410B005;B005;P
591410B006;B006;R
591410B007;B007;S
591410B008;B008;T
591410B009;B009;U
591410B010;B010;V
591410B011;B011;W
591410B013;B013;Y
591410B014;B014;Z
591410B015;B015;A
591410B016;B016;B
591410B017;B017;C
5914100010;0010;N
5914100011;0011;P
5914100020;0020;Z
5914100030;0030;K
5914100034;0034;P
5914100037;0037;T
5914100040;0040;W
5914100050;0050;G
5914100060;0060;T
5914100070;0070;D
5914100085;0085;V
5914100090;0090;A
5914100095;0095;F
5914100100;0100;L
5914100101;0101;M
5914100102;0102;N
5914100103;0103;P
5914100105;0105;S
5914100109;0109;W
5914100110;0110;X
5914100111;0111;Y
5914100120;0120;H
5914100125;0125;N
5914100130;0130;U
5914100131;0131;V
5914100132;0132;W
5914100140;0140;E
5914100145;0145;K
5914100150;0150;R
5914100160;0160;B
5914100167;0167;J
5914100168;0168;K
5914100170;0170;M
5914100175;0175;T
5914100179;0179;X
5914100180;0180;Y
5914100181;0181;Z
5914100190;0190;J
5914100200;0200;V
5914100201;0201;W
5914100203;0203;Y
5914100205;0205;A
5914100210;0210;F
5914100220;0220;S
5914100230;0230;C
5914100235;0235;H
5914100240;0240;N
5914100250;0250;Z
5914100251;0251;A
5914100260;0260;K
5914100270;0270;W
5914100271;0271;X
5914100273;0273;Z
5914100274;0274;A
5914100277;0277;D
5914100280;0280;G
5914100282;0282;J
5914100283;0283;K
5914100285;0285;M
5914100290;0290;T
5914100300;0300;D
5914100310;0310;P
5914100320;0320;A
5914100330;0330;L
5914100340;0340;X
5914100346;0346;D
5914100347;0347;E
5914100350;0350;H
5914100351;0351;J
5914100360;0360;U
5914100370;0370;E
5914100373;0373;H
5914100375;0375;K
5914100376;0376;L
5914100380;0380;R
5914100390;0390;B
5914100400;0400;M
5914100401;0401;N
5914100405;0405;T
5914100407;0407;V
5914100408;0408;W
5914100410;0410;Y
5914100411;0411;Z
5914100412;0412;A
5914100413;0413;B
5914100415;0415;D
5914100420;0420;J
5914100430;0430;V
5914100435;0435;A
5914100440;0440;F
5914100441;0441;G
5914100442;0442;H
5914100443;0443;J
5914100444;0444;K
5914100445;0445;L
5914100450;0450;S
5914100455;0455;X
5914100470;0470;N
5914100490;0490;K
5914100500;0500;W
5914100510;0510;G
5914100520;0520;T
5914100530;0530;D
5914100535;0535;J
5914100537;0537;L
5914100540;0540;P
5914100541;0541;R
5914100545;0545;V
5914100550;0550;A
5914100560;0560;L
5914100571;0571;Y
5914100580;0580;H
5914100590;0590;U
5914100600;0600;E
5914100610;0610;R
5914100620;0620;B
5914100630;0630;M
5914100640;0640;Y
5914100650;0650;J
5914100660;0660;V
5914100670;0670;F
5914100675;0675;L
5914100676;0676;M
5914100678;0678;P
5914100680;0680;S
5914100685;0685;X
5914100686;0686;Y
5914100687;0687;Z
5914100690;0690;C
5914100695;0695;H
5914100700;0700;N
5914100705;0705;U
5914100710;0710;Z
5914100711;0711;A
5914100712;0712;B
5914100713;0713;C
5914100714;0714;D
5914100720;0720;K
5914100731;0731;X
5914100740;0740;G
5914100750;0750;T
5914100760;0760;D
5914100765;0765;J
5914100770;0770;P
5914100772;0772;S
5914100780;0780;A
5914100790;0790;L
5914100800;0800;X
5914100811;0811;J
5914100816;0816;P
5914100820;0820;U
5914100825;0825;Z
5914100830;0830;E
5914100840;0840;R
5914100850;0850;B
5914100855;0855;G
5914100857;0857;J
5914100858;0858;K
5914100859;0859;L
5914100860;0860;M
5914100862;0862;P
5914100865;0865;T
5914100870;0870;Y
5914100880;0880;J
5914100890;0890;V
5914100900;0900;F
5914100903;0903;J
5914100904;0904;K
5914100905;0905;L
5914100906;0906;M
5914100907;0907;N
5914100908;0908;P
5914100910;0910;S
5914100911;0911;T
5914100912;0912;U
5914100915;0915;X
5914100921;0921;D
5914100930;0930;N
5914100935;0935;U
5914100937;0937;W
5914100940;0940;Z
5914100941;0941;A
5914100950;0950;K
5914100955;0955;R
5914100956;0956;S
5914100957;0957;T
5914100960;0960;W
5914100965;0965;B
5914100970;0970;G
5914100980;0980;T
5914100990;0990;D
5914101000;1000;P
5914101010;1010;A
5914101013;1013;D
5914101015;1015;F
5914101020;1020;L
5914101030;1030;X
5914101040;1040;H
5914101045;1045;N
5914101050;1050;U
5914101051;1051;V
5914101060;1060;E
5914101070;1070;R
5914101075;1075;W
5914101077;1077;Y
5914101080;1080;B
5914101084;1084;F
5914101085;1085;G
5914101090;1090;M
5914101095;1095;T
5914101100;1100;Y
5914101106;1106;E
5914101110;1110;J
5914101115;1115;P
5914101120;1120;V
5914101130;1130;F
5914101140;1140;S
5914101145;1145;X
5914101150;1150;C
5914101155;1155;H
5914101160;1160;N
5914101161;1161;P
5914101170;1170;Z
5914101171;1171;A
5914101175;1175;E
591421A001;A001;A
591421A021;A021;X
591421A030;A030;G
591421A040;A040;T
591421A050;A050;D
591421B001;B001;M
591421B002;B002;N
591421B003;B003;P
591421B004;B004;R
591421B005;B005;S
591421B006;B006;T
591421B007;B007;U
5914210010;0010;R
5914210014;0014;V
5914210020;0020;B
5914210030;0030;M
5914210040;0040;Y
5914210043;0043;B
5914210045;0045;D
5914210047;0047;F
5914210050;0050;J
5914210060;0060;V
5914210061;0061;W
5914210066;0066;B
5914210067;0067;C
5914210068;0068;D
5914210069;0069;E
5914210070;0070;F
5914210074;0074;K
5914210076;0076;M
5914210078;0078;P
5914210082;0082;U
5914210084;0084;W
5914210087;0087;Z
5914210090;0090;C
5914210095;0095;H
5914210096;0096;J
5914210097;0097;K
5914210098;0098;L
5914210100;0100;N
5914210110;0110;Z
5914210111;0111;A
5914210120;0120;K
5914210125;0125;R
5914210130;0130;W
5914210132;0132;Y
5914210135;0135;B
5914210140;0140;G
5914210150;0150;T
5914210155;0155;Y
5914210158;0158;B
5914210160;0160;D
5914210161;0161;E
5914210170;0170;P
5914210180;0180;A
5914210183;0183;D
5914210190;0190;L
5914210192;0192;N
5914210194;0194;R
5914210200;0200;X
5914210210;0210;H
5914210211;0211;J
5914210220;0220;U
5914210221;0221;V
5914210225;0225;Z
5914210230;0230;E
5914210240;0240;R
5914210250;0250;B
5914210260;0260;M
5914210270;0270;Y
5914210293;0293;Y
5914210295;0295;A
5914210310;0310;S
5914210315;0315;X
5914210318;0318;A
5914210320;0320;C
5914210322;0322;E
5914210323;0323;F
5914210330;0330;N
5914210334;0334;T
5914210338;0338;X
5914210340;0340;Z
5914210341;0341;A
5914210342;0342;B
5914210343;0343;C
5914210344;0344;D
5914210350;0350;K
5914210360;0360;W
5914210370;0370;G
5914210380;0380;T
5914210381;0381;U
5914210385;0385;Y
5914210390;0390;D
5914210393;0393;G
5914210395;0395;J
5914210400;0400;P
5914210410;0410;A
5914210425;0425;S
